,pmid,doi_from_pubmed,year,authors,abstract,reference_code,doi_from_Robert,reference_code_in_online_database
123,4623846,,1972,"Maréchal L R, Belocopitow E",,72MAR/BEL,,72MAR/BEL_450
124,4403556,,1972,"Nagelschmidt M, Jaenicke L",,72NAG/JAE,,72NAG/JAE_299
125,5016652,,1972,"Dahms A S, Anderson R L",,72DAH/AND,,72DAH/AND_1108
126,4335290,,1972,"Forrester P I, Gaucher G M",,72FOR/GAU,10.1021/bi00756a026,72FOR/GAU_206
127,5012314,,1972,"Gustafson G L, Gander J E",,72GUS/GAN,,72GUS/GAN_691
128,5059882,,1972,"Cooper J L, Meister A",,72COO/MEI,10.1021/bi00755a001,72COO/MEI_523
129,5061975,,1972,Sturtevant J M,,72STU,,72STU_745
130,4944312,,1971,"Cohen R M, Wolfenden R",,71COH/WOL,,71COH/WOL_1055
131,5129727,,1971,"McCullough J L, Chabner B A, Bertino J R",,71MCC/CHA,,71MCC/CHA_959
132,4945184,,1971,"Tanaka N, Johnson M J","Preparations of pyruvate formate-lyase were made from Escherichia coli cells. Net reversal of the ""phosphoroclastic split"" of pyruvate was readily demonstrated with these preparations. Incubation of acetyl phosphate with formate resulted in the accumulation of pyruvate in concentrations up to 0.5 mm. Catalytic amounts of coenzyme A were essential. Pyruvate was also readily formed from acetyl coenzyme A and formate. The equilibrium constant of the reaction (pyruvate(-) + HPO(4) (2-) --> acetyl phosphate(2-) + formate(-)) has been determined to be about 23 at 37 C.",71TAN/JOH,,71TAN/JOH_402
133,4328843,,1971,"Hayaishi O, Greengard P, Colowick S P",,71HAY/GRE,,71HAY/GRE_1229
134,4401291,,1971,Kato S,,71KAT,10.1016/s0003-9861(71)80057-7,71KAT_220
135,4398630,,1971,,,71WOH,10.1111/j.1432-1033.1971.tb01503.x,71WOH_709
136,5570433,,1971,Roberts R M,,71ROB,,71ROB_710
137,5095956,,1971,"Chetverikova E P, Alievskaia L L, Krinskaia A V",,71CHE/ALI,,71CHE/ALI_597
138,5574401,,1971,"Kung H F, Stadtman T C",,71KUN/STA,,71KUN/STA_1422
139,5573236,,1971,"Unkeless J C, Goldman P",,71UNK/GOL,,71UNK/GOL_1197
140,5580657,,1971,"Williams J O, Roche T E, McFadden B A",,71WIL/ROC,10.1021/bi00784a017,71WIL/ROC_1115
141,4934182,,1971,"Joshi V C, Wakil S J",,71JOS/WAK,10.1016/0003-9861(71)90234-7,71JOS/WAK_413
142,5552394,,1971,"Shimono H, Sugino Y",,71SHI/SUG,10.1111/j.1432-1033.1971.tb01312.x,71SHI/SUG_669
143,4322715,,1971,"Rudolph S A, Johnson E M, Greengard P",,71RUD/JOH,,71RUD/JOH_858
144,5148773,,1971,"Horn A, Husung R, Schröder M, Börnig H",,71HOR/HUS,,71HOR/HUS_645
145,5493986,,1970,"Krietsch W K, Bücher T",,70KRI/BUC,10.1111/j.1432-1033.1970.tb01202.x,70KRI/BUC_579
146,4395302,,1970,"Wurster B, Hess B",,70WUR/HES,10.1515/bchm2.1970.351.2.1537,70WUR/HES_163
147,4394942,,1970,"Tsuda Y, Friedmann H C",,70TSU/FRI,,70TSU/FRI_291
148,5498430,,1970,"Nakano M, Tsutsumi Y, Danowski T S",,70NAK/TSU,,70NAK/TSU_205
149,4395378,,1970,"Kohn L D, Warren W A",,70KOH/WAR,,70KOH/WAR_91
150,5451283,,1970,"Wurster B, Schneider F",,70WUR/SCH,,70WUR/SCH_1359
151,5470822,,1970,Hersh L B,,70HER,,70HER_1035
152,5423264,,1970,Albrecht G J,,70ALB,10.1021/bi00814a011,70ALB_670
153,5427280,,1970,"Knop J K, Hansen R G",,70KNO/HAN,,70KNO/HAN_690
154,5442269,,1970,"Benson R L, Friedman S",,70BEN/FRI,,70BEN/FRI_1367
155,5438361,,1970,"Chirpich T P, Zappia V, Costilow R N, Barker H A",,70CHI/ZAP,,70CHI/ZAP_1416
156,4315932,,1970,"Veech R L, Raijman L, Krebs H A","1. The ratio [ATP]/[ADP][P(i)], as measured by direct determination of the three components in rat liver, was found in various nutritional states to have approximately the same value as the ratio [ATP]/[ADP][P(i)] calculated from the concentrations of lactate, pyruvate, glyceraldehyde phosphate and 3-phosphoglycerate on the assumption that lactate dehydrogenase, glyceraldehyde phosphate dehydrogenase and 3-phosphoglycerate kinase are at near-equilibrium in the liver. This implies that the redox state of the NAD couple in the cytoplasm is linked to, and partially controlled by, the phosphorylation state of the adenine nucleotides. 2. The combined equilibrium constant of the glyceraldehyde 3-phosphate dehydrogenase and 3-phosphoglycerate kinase reactions at 38 degrees C and I0.25, was found to be 5.9x10(-6). 3. The fall of the [NAD(+)]/[NADH] ratio in starvation and other situations is taken to be the consequence of a primary fall of the [ATP]/[ADP][HPO(4) (2-)] ratio.",70VEE/RAI,10.1042/bj1170499,70VEE/RAI_584
157,5438047,,1970,"Hey-Ferguson A, Elbein A D","An enzyme, d-mannose ketol isomerase, catalyzing the isomerization of d-mannose and d-fructose was purified approximately 60-fold from cells of Mycobacterium smegmatis grown on mannose as the sole carbon source. This enzyme was shown to catalyze the conversion of d-mannose and d-lyxose to ketoses. The ketose produced from mannose was identified as fructose by chemical and chromatographic methods. The reaction was shown to be reversible, the equilibrium ratio of fructose to mannose being approximately 65 to 35. The pH optimum was about 7.5, and the K(m) for mannose was estimated to be 7 x 10(-3)m. Mannose isomerase activity was greatest in cells grown on mannose, whereas cells grown on fructose had about 30% as much activity. Very low levels of activity were detected in cells grown on other substrates. There was an immediate increase in enzyme activity on transfer of cells from nutrient broth to a mannose mineral salts medium.",70HEY/ELB,,70HEY/ELB_1343
158,4910853,,1970,"Mantel M, Holzer H","The reversibility of adenylylation of glutamine synthetase from E. coli by adenylyltransferase was demonstrated. Several positive effectors (Gln, 2-hydroxyethyl-S-cysteine, Trp and Met) stimulate the back reaction in the same manner as the forward reaction. The apparent Michaelis constant for PP(i) is 2.2 mM at pH 7.35. The pH optimum of the back reaction is 6.5-7 while the pH optimum of the forward reaction is 7.6. The apparent equilibrium constant in the presence of 10 mM Mg(2+) at pH 7.36 is 8.5 in favor of adenylylated glutamine synthetase and PP(i). The equilibrium constant is strongly dependent from pH and from Mg(2+) concentration. There is a difference of about 0.5 to 1 kcal/mole free energy between the adenylyl-O-tyrosine bond and the pyrophosphate bond of adenosine triphosphate (ATP). It follows from these considerations that the adenylyl-O-tyrosine bond is an ""energy-rich phosphate bond.""",70MAN/HOL,10.1073/pnas.65.3.660 ,70MAN/HOL_708
159,4316090,,1970,"Brosnan J T, Krebs H A, Williamson D H","1. Changes in the concentrations of ammonia, glutamine, glutamate, 2-oxoglutarate, 3-hydroxybutyrate, acetoacetate, alanine, aspartate, malate, lactate, pyruvate, NAD(+), NADH and adenine nucleotides were measured in freeze-clamped rat liver during ischaemia. 2. Although the concentrations of most of the metabolites changed rapidly during ischaemia the ratios [glutamate]/[2-oxoglutarate][NH(4) (+)] and [3-hydroxybutyrate]/[acetoacetate] changed equally and the value of the expression [3-hydroxybutyrate][2-oxoglutarate][NH(4) (+)]/[acetoacetate][glutamate] remained approximately constant, indicating that the 3-hydroxybutyrate dehydrogenase and glutamate dehydrogenase systems were at near-equilibrium with the mitochondrial NAD(+) couple. 3. The value of the expression [alanine][oxoglutarate]/[pyruvate][glutamate] was about 0.7 in vivo and remained fairly constant during the ischaemic period of 5min, although the concentrations of alanine and oxoglutarate changed substantially. No explanation can be offered why the value of the ratio differed from that of the equilibrium constant of the alanine aminotransferase reaction, which is 1.48. 4. Injection of l-cycloserine 60min before the rats were killed increased the concentration of alanine in the liver fourfold and decreased the concentration of the other metabolites measured, except that of pyruvate. During ischaemia the concentration of alanine did not change but that of aspartate almost doubled. 5. After treatment with l-cycloserine the value in vivo of the expression [alanine][oxoglutarate]/[pyruvate][glutamate] rose from 0.7 to 2.4. During ischaemia the value returned to 0.8. 6. The effects of l-cycloserine are consistent with the assumption that it specifically inhibits alanine aminotransferase. 7. Most of the alanine formed during ischaemia is probably derived from pyruvate and from ammonia released by the deamination of adenine nucleotides and glutamine. The alanine is presumably formed by the combined action of glutamate dehydrogenase and alanine aminotransferase. 8. The rate of anaerobic glycolysis, calculated from the increase in the lactate concentration, was 1.3mumol/min per g fresh wt. 9. Although the concentrations of the adenine nucleotides changed rapidly during ischaemia, the ratio [ATP][AMP]/[ADP](2) remained constant at 0.54, indicating that adenylate kinase established near-equilibrium under these conditions.",70BRO/KRE,10.1042/bj1170091,70BRO/KRE_512
160,5357024,,1969,"Veech R L, Raijman L, Dalziel K, Krebs H A","1. The equilibrium constant at 38 degrees and I 0.25 of the triose phosphate isomerase reaction was found to be 22.0 and that of the aldolase reaction, 0.99x10(-4)m. The [dihydroxyacetone phosphate]/[glyceraldehyde phosphate] ratio was found to be 9.3 in rat liver. The causes of the apparent deviation of the triose phosphate isomerase system from equilibrium in vivo have been investigated. 2. The equilibria of the triose phosphate isomerase and aldolase reactions were studied with relatively large concentrations of crystalline enzymes and small concentrations of substrates, approximating to those found in rat liver and muscle. There was significant binding of fructose diphosphate by aldolase under these conditions. There was no evidence that binding of glyceraldehyde phosphate by either enzyme affected the equilibria. 3. The deviation from equilibrium of the triose phosphate isomerase system in rat liver can be accounted for by the low activity of the enzyme, in relation to the flux, at low physiological concentrations of glyceraldehyde phosphate (about 3mum). It has been calculated that a flux of 1.8mumoles/min./g. wet weight of liver would be expected to cause the measured degree of disequilibrium found in vivo. 4. The conclusion that the triose phosphate isomerase is not at equilibrium is in accordance with the situation postulated by Rose, Kellermeyer, Stjernholm & Wood (1962) on the basis of isotope-distribution data. 5. The triose phosphate isomerase system is closer to equilibrium in resting muscle probably because of a very low flux and a high enzyme concentration. 6. The aldolase system deviated from equilibrium in rat liver by a factor of about 10 and by a much greater factor in resting muscle. 7. The measurement of total dihydroxyacetone phosphate and glyceraldehyde phosphate content indicates the concentrations of the free metabolites in the tissue. This may not hold for fructose diphosphate, a significant proportion of which may be bound to aldolase.",69VEE/RAI,10.1042/bj1150837,69VEE/RAI_1286
161,4391041,,1969,"Villet R H, Dalziel K","1. It was shown that dissolved CO(2) and not HCO(3) (-) or H(2)CO(3) is the primary substrate for reductive carboxylation with 6-phosphogluconate dehydrogenase from sheep liver. 2. The equilibrium constant of the reaction was measured in solutions of various ionic strengths and at several temperatures, and the free energy and heat of reaction were determined.",69VIL/DAL,10.1042/bj1150633,69VIL/DAL_157
162,4391039,,1969,"Veech R L, Eggleston L V, Krebs H A","1. The concentrations of the oxidized and reduced substrates of the ;malic' enzyme (EC 1.1.1.40) and isocitrate dehydrogenase (EC 1.1.1.42) were measured in freeze-clamped rat livers. By assuming that the reactants of these dehydrogenase systems are at equilibrium in the cytoplasm the [free NADP(+)]/[free NADPH] ratio was calculated. The justification of the assumption is discussed. 2. The values of this ratio obtained under different nutritional conditions (well-fed, 48hr.-starved, fed with a low-carbohydrate diet, fed with a high-sucrose diet) were all of the same order of magnitude although characteristic changes occurred on varying the diet. The value of the ratio fell on starvation and on feeding with the low-carbohydrate diet and rose slightly on feeding with the high-sucrose diet. 3. The mean values of the ratio were calculated to be between 0.001 and 0.015, which is about 100000 times lower than the values of the cytoplasmic [free NAD(+)]/[free NADH] ratio. 4. The differences in the redox state of the two nicotinamide-adenine dinucleotide couples can be explained on a simple physicochemical basis. The differences are the result of equilibria that are determined by the equilibrium constants of a number of highly active readily reversible dehydrogenases and transaminases and the concentrations of the substrates and products of these enzymes. 5. The decisive feature is the fact that the NAD and NADP couples share substrates. This sharing provides a link between the redox states of the two couples. 6. The application of the method of calculation to data published by Kraupp, Adler-Kastner, Niessner & Plank (1967), Goldberg, Passonneau & Lowry (1966) and Kauffman, Brown, Passonneau & Lowry (1968) shows that the redox states of the NAD and NADP couples in cardiac-muscle cytoplasm and in mouse-brain cytoplasm are of the same order as those in rat liver. 7. The determination of the equilibrium constant at 38 degrees , pH7.0 and I 0.25 (required for the calculation of the [free NADP(+)]/[free NADPH] ratio), gave a value of 3.44x10(-2)m for the ;malic' enzyme (with CO(2) rather than HCO(3) (-) as the reactant) and a value of 1.98x10(-2)m(-1) for glutathione reductase.",69VEE/EGG,10.1042/bj1150609a,69VEE/EGG_501
163,4310090,,1969,Dolin M I,,69DOL,,69DOL_235
164,4309154,,1969,"Greengard P, Rudolph S A, Sturtevant J M",,69GRE/RUD,,69GRE/RUD_840
165,4989322,,1969,"White P J, Lejeune B, Work E","1. Diaminopimelate epimerase from a soluble extract of Bacillus megaterium N.C.I.B. 7581 was purified about 25-fold by fractionation with ammonium sulphate and chromatography on calcium phosphate gel-cellulose. The product was impure but was unstable on further purification. 2. Quantitative assay methods for the enzyme were devised in which meso- or ll-diaminopimelic acid may be the substrate. 3. Between 25 degrees and 45 degrees at pH7.0 enzyme action leads to an equilibrium mixture containing 65% meso-isomer and 35% ll-isomer. 4. The initial rate of epimerization was 2-3 times as fast with ll-diaminopimelic acid as substrate as with the meso-isomer; a number of other amino acids were not racemized by the enzyme. The Michaelis constants at 37 degrees were 6.7mm (ll-isomer) and 100mm (meso-isomer); with both substrates enzyme activity was maximal at pH7-8. The relative rates of epimerization of ll-diaminopimelic acid at 25 degrees , 37 degrees and 45 degrees were 0.77:1.00:1.15. 5. A thiol compound (of which 2,3-dimercaptopropan-1-ol was the most effective) was needed as an activator of the purified enzyme. 6. Carbonylbinding reagents and several other compounds did not inhibit diaminopimelate epimerase. 7. Pyridoxal phosphate did not stimulate enzymic activity even in preparations that had been almost completely freed of derivatives of vitamin B(6) (as shown by microbiological assay).",69WHI/LEJ,10.1042/bj1130589,69WHI/LEJ_1239
166,4309127,,1969,"Lane R S, Dekker E E",,69LAN/DEK,10.1021/bi00835a041,69LAN/DEK_94
167,4306285,,1969,Switzer R L,,69SWI,,69SWI_674
168,4306134,,1969,"Peterson J A, McKenna E J, Estabrook D W, Coon M J",,69PET/MCK,10.1016/0003-9861(69)90128-3,69PET/MCK_337
169,4387224,,1968,"Londesborough J C, Dalziel K","1. The equilibrium constant for oxidative decarboxylation of isocitrate by NADP(+), catalysed by isocitrate dehydrogenase, was measured in solutions of various ionic strengths and at several temperatures. 2. Thermodynamic values for the reaction were obtained by extrapolation to zero ionic strength, and the heat of reaction was estimated. 3. The effect of Mg(2+) ion concentration on the equilibrium was studied.",68LON/DAL,10.1042/bj1100217,68LON/DAL_153
170,4302217,,1968,"Aurich H, Kleber H P, Sorger H, Tauchert H",,68AUR/KLE,10.1111/j.1432-1033.1968.tb00437.x,68AUR/KLE_209
171,4302788,,1968,"Reeves R E, Menzies R A, Hsu D S",,68REE/MEN,,68REE/MEN_713
172,4300866,,1968,Kohn L E,,68KOH,,68KOH_192
173,4385076,,1968,"Kohn L D, Jakoby W B",,68KOH/JAK2,,68KOH/JAK2_90
174,4297260,,1968,"Kohn L D, Jakoby W B",,68KOH/JAK,,68KOH/JAK_142
175,4384871,,1968,"Sugimoto E, Pizer L I",,68SUG/PIZ,,68SUG/PIZ_203
176,5655435,,1968,"Havir E A, Hanson K R",,68HAV/HAN,10.1021/bi00845a039,68HAV/HAN_1219
177,5650371,,1968,"Ayling J E, Snell E E",,68AYL/SNE2,10.1021/bi00845a003,68AYL/SNE2_531
178,5650370,,1968,"Ayling J E, Snell E E",,68AYL/SNE,10.1021/bi00845a002,68AYL/SNE_532
179,4384672,,1968,"Avigad G, Alroy Y, Englard S",,68AVI/ALR,,68AVI/ALR_212
180,5647261,,1968,"Dyson J E, Noltmann E A",,68DYS/NOL,,68DYS/NOL_1358
181,5655499,,1968,"Tanner W, Kandler O",,68TAN/KAN,10.1111/j.1432-1033.1968.tb00199.x,68TAN/KAN_451
182,4305612,,1968,"Hatch M D, Slack C R","1. An enzyme was isolated from leaves of tropical grasses that catalyses the reversible conversion of pyruvate, ATP and orthophosphate into phosphopyruvate, AMP and pyrophosphate. A requirement for Mg(2+) could not be replaced by Mn(2+) or Ca(2+). 2. By replacing orthophosphate with [(32)P]orthophosphate or with arsenate, evidence was provided that the orthophosphate consumed appears in pyrophosphate. 3. Without Mg(2+) or 2-mercaptoethanol the enzyme was rapidly and irreversibly inactivated. EDTA only partially replaced the requirement for the thiol compound. The enzyme was considerably more unstable at 0 degrees or when frozen than at 22 degrees . Even with the best conditions devised the enzyme lost about 25% of its activity every 3hr. 4. The activities of the enzyme in leaves of the tropical grasses sugar cane (Saccharum hybrid var. Pindar), maize (Zea mays) and sorghum (Sorghum vulgare) were comparable with their maximum photosynthesis rates. The enzyme was not detectable in leaf extracts from several other plants. 5. Its role in photosynthesis is discussed.",68HAT/SLA,10.1042/bj1060141,68HAT/SLA_712
183,5633396,,1967,"Kepler C R, Tove S B",,67KEP/TOV,,67KEP/TOV_1280
184,5583983,,1967,"England P J, Denton R M, Randle P J",,67ENG/DEN,10.1042/bj1050032c,67ENG/DEN_1165
185,4384597,,1967,"Engel P C, Dalziel K","1. Equilibrium constants for the oxidation of glutamate by NAD(+) and NADP(+), catalysed by glutamate dehydrogenase, have been measured in phosphate buffers of different ionic strengths and at several temperatures. 2. The equilibrium constants for both systems vary markedly with ionic strength. Thermodynamic values for the two systems obtained by extrapolation to zero ionic strength differ significantly from one another. The standard free-energy change for NADP(+) reduction has been calculated from that for NAD(+) reduction. 3. The heat of reaction has been estimated and is the same with both coenzymes. 4. The thermodynamic data are discussed in relation to earlier data.",67ENG/DAL,10.1042/bj1050691,67ENG/DAL_287
186,4383631,,1967,"Uyeda K, Rabinowitz J C",,67UYE/RAB,,67UYE/RAB_301
187,4294746,,1967,"Poe M, Gutfreund H, Estabrook R W",,67POE/GUT,10.1016/0003-9861(67)90140-3,67POE/GUT_319
188,4291787,,1967,"Williamson D H, Lund P, Krebs H A","1. The concentrations of the oxidized and reduced substrates of the lactate-, beta-hydroxybutyrate- and glutamate-dehydrogenase systems were measured in rat livers freeze-clamped as soon as possible after death. The substrates of these dehydrogenases are likely to be in equilibrium with free NAD(+) and NADH, and the ratio of the free dinucleotides can be calculated from the measured concentrations of the substrates and the equilibrium constants (Holzer, Schultz & Lynen, 1956; Bücher & Klingenberg, 1958). The lactate-dehydrogenase system reflects the [NAD(+)]/[NADH] ratio in the cytoplasm, the beta-hydroxybutyrate dehydrogenase that in the mitochondrial cristae and the glutamate dehydrogenase that in the mitochondrial matrix. 2. The equilibrium constants of lactate dehydrogenase (EC 1.1.1.27), beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30) and malate dehydrogenase (EC 1.1.1.37) were redetermined for near-physiological conditions (38 degrees ; I0.25). 3. The mean [NAD(+)]/[NADH] ratio of rat-liver cytoplasm was calculated as 725 (pH7.0) in well-fed rats, 528 in starved rats and 208 in alloxan-diabetic rats. 4. The [NAD(+)]/[NADH] ratio for the mitochondrial matrix and cristae gave virtually identical values in the same metabolic state. This indicates that beta-hydroxybutyrate dehydrogenase and glutamate dehydrogenase share a common pool of dinucleotide. 5. The mean [NAD(+)]/[NADH] ratio within the liver mitochondria of well-fed rats was about 8. It fell to about 5 in starvation and rose to about 10 in alloxan-diabetes. 6. The [NAD(+)]/[NADH] ratios of cytoplasm and mitochondria are thus greatly different and do not necessarily move in parallel when the metabolic state of the liver changes. 7. The ratios found for the free dinucleotides differ greatly from those recorded for the total dinucleotides because much more NADH than NAD(+) is protein-bound. 8. The bearing of these findings on various problems, including the following, is discussed: the number of NAD(+)-NADH pools in liver cells; the applicability of the method to tissues other than liver; the transhydrogenase activity of glutamate dehydrogenase; the physiological significance of the difference of the redox states of mitochondria and cytoplasm; aspects of the regulation of the redox state of cell compartments; the steady-state concentration of mitochondrial oxaloacetate; the relations between the redox state of cell compartments and ketosis.",67WIL/LUN,10.1042/bj1030514,67WIL/LUN_134
189,4381552,,1967,"Silverstein R, Voet J, Reed D, Abeles R H",,67SIL/VOE,,67SIL/VOE_417
190,4288897,,1966,"Wood H G, Davis J J, Lochmüller H",,66WOO/DAV,,66WOO/DAV_1084
191,4289051,,1966,Allen S H,,66ALL,,66ALL_234
192,4381350,,1966,"Scher B M, Horecker B L",,66SCH/HOR,10.1016/0003-9861(66)90020-8,66SCH/HOR_79
193,4958913,,1966,"Marshall M, Cohen P P",,66MAR/COH,,66MAR/COH_577
194,4287985,,1966,"Hori M, Henderson J F",,66HOR/HEN,,66HOR/HEN_474
195,4287931,,1966,"Albrecht G J, Bass S T, Seifert L L, Hansen R G",,66ALB/BAS,,66ALB/BAS_687
196,5330116,,1966,"Williamson I P, Wakil S J",,66WIL/WAK,,66WIL/WAK_412
197,4379259,,1966,"Avigad G, Englard S, Pifko S",,66AVI/ENG,,66AVI/ENG_213
198,4953710,,1965,"Martinez-Carrion M, Jenkins W T",,65MAR/JEN,,65MAR/JEN_527
199,4378782,,1965,"Walsh D A, Sallach H J",,65WAL/SAL,10.1021/bi00882a015,65WAL/SAL_202
200,9799130,,1998,"Loverix S, Laus G, Martins J C, Wyns L, Steyaert J","In principle, all biochemical reactions are reversible, though some are more reversible than others. The classical ribonuclease mechanism involves a reversible transphosphorylation step, followed by quasi irreversible hydrolysis of the cyclic intermediate. We performed isotope-exchange and intermediate-trapping experiments showing that the second hydrolysis step is readily reversible in the presence of RNase A or RNase T1. As a consequence, the equilibrium between a phosphodiester and a 2',3'-cyclophosphate accounts for all catalysed reactions, even if the leaving/attacking group is a water molecule. Therefore, ribonucleases are transferases rather than hydrolases. The equilibrium constant for the catalysed interconversion is close to 1 M. From this result, we estimate the effective concentration of the 2'-hydroxyl nucleophile in the cyclization step to be 10(7) M. The high effective concentration of the vicinal hydroxyl group balances the strain-associated and solvation-associated instability of the pentacyclic phosphodiester.",98LOV/LAU,10.1046/j.1432-1327.1998.2570286.x,98LOV/LAU_857
201,9738901,,1998,"Laempe D, Eisenreich W, Bacher A, Fuchs G","Many aromatic compounds can be metabolized by bacteria under anoxic conditions via benzoyl-CoA as the common intermediate. The central pathway of benzoyl-CoA metabolism is initiated by an ATP-driven reduction of the aromatic ring producing cyclohexa-1,5-diene-1-carbonyl-CoA. The 1,5-dienoyl-CoA intermediate is thought to be transformed to 6-hydroxycyclohex-1-ene-1-carbonyl-CoA by a specific dienoyl-CoA hydratase catalyzing the formal addition of water to one of the double bonds. This dienoyl-CoA hydratase was detected in the denitrifying bacterium Thauera aromatica after anaerobic growth with benzoate. Substrate and product were confirmed and a convenient spectrophotometric assay was developed. The equilibrium concentrations of substrate and product were almost equal. Enzyme activity was induced after anoxic growth with benzoate, in contrast to acetate. The enzyme of 28 kDa was purified from T. aromatica and was found to be highly specific for the cyclic 1,5-dienoyl-CoA. A second 29-kDa enoyl-CoA hydratase acted on crotonyl-CoA; this highly active enoyl-CoA hydratase also acted slowly on cyclohex-1-ene-1-carbonyl-CoA. The regulation of expression of dienoyl-CoA hydratase activity, the kinetic constants, the substrate specificity, and the specific activity of the enzyme in cell extract provide evidence that dienoyl-CoA hydratase is the second enzyme of the central benzoyl-CoA pathway of anaerobic aromatic metabolism in T. aromatica. Extracts of Rhodopseudomonas palustris contained high activity of cyclohex-1-ene-1-carbonyl-CoA hydratase, but no 1,5-dienoyl-CoA hydratase activity. It appears that a variant of the benzoyl-CoA pathway is operating in R. palustris in which hydration of the 1,5-dienoyl-CoA does not take place. Rather, cyclohex-1-ene-1-carbonyl-CoA is hydrated to 2-hydroxycyclohexane-1-carbonyl-CoA [corrected].",98LAE/EIS,10.1046/j.1432-1327.1998.2550618.x,98LAE/EIS_1204
202,9700925,,1998,"Kishore N, Tewari Y B, Akers D L, Goldberg R N, Miles E W","Microcalorimetry and high-performance liquid chromatography have been used to conduct a thermodynamic investigation of the following reactions catalyzed by the tryptophan synthase alpha 2 beta 2 complex (EC 4.2.1.20) and its subunits: indole(aq) + L-serine(aq) = L-tryptophan(aq) + H2O(1); L-serine(aq) = pyruvate(aq) + ammonia(aq); indole(aq) + D-glyceraldehyde 3-phosphate(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq); L-serine(aq) + 1-(indol-3-yl)glycerol 3-phosphate(aq) = L-tryptophan(aq) + D-glyceraldehyde 3-phosphate(aq) + H2O(1). The calorimetric measurements led to standard molar enthalpy changes for all four of these reactions. Direct measurements yielded an apparent equilibrium constant for the third reaction; equilibrium constants for the remaining three reactions were obtained by using thermochemical cycle calculations. The results of the calorimetric and equilibrium measurements were analyzed in terms of a chemical equilibrium model that accounted for the multiplicity of the ionic states of the reactants and products. Thermodynamic quantities for chemical reference reactions involving specific ionic forms have been obtained. These quantities permit the calculation of the position of equilibrium of the above four reactions as a function of temperature, pH, and ionic strength. Values of the apparent equilibrium constants and standard transformed Gibbs free energy changes delta r G'(m) degree under approximately physiological conditions are given. Le Châtelier's principle provides an explanation as to why, in the metabolic pathway leading to the synthesis of L-tryptophan, the third reaction proceeds in the direction of formation of indole and D-glyceraldehyde 3-phosphate even though the apparent equilibrium constant greatly favors the formation of 1-(indol-3-yl)glycerol 3-phosphate.",98KIS/TEW,10.1016/s0301-4622(98)00151-3,98KIS/TEW_1188
203,9506987,,1998,"Kim K H, Voelker D R, Flocco M T, Carman G M","In the yeast Saccharomyces cerevisiae, choline kinase (ATP:choline phosphotransferase, EC 2.7.1.32) is the product of the CKI gene. Choline kinase catalyzes the committed step in the synthesis of phosphatidylcholine by the CDP-choline pathway. The yeast enzyme was overexpressed 106-fold in Sf-9 insect cells and purified 71.2-fold to homogeneity from the cytosolic fraction by chromatography with concanavalin A, Affi-Gel Blue, and Mono Q. The N-terminal amino acid sequence of purified choline kinase matched perfectly with the deduced sequence of the CKI gene. The minimum subunit molecular mass (73 kDa) of purified choline kinase was in good agreement with the predicted size (66.3 kDa) of the CKI gene product. Native choline kinase existed in oligomeric structures of dimers, tetramers, and octomers. The amounts of the tetrameric and octomeric forms increased in the presence of the substrate ATP. Antibodies were raised against the purified enzyme and were used to identify choline kinase in insect cells and in S. cerevisiae. Maximum choline kinase activity was dependent on Mg2+ ions (10 mM) at pH 9.5 and at 30 degrees C. The equilibrium constant (0.2) for the reaction indicated that the reverse reaction was favored in vitro. The activation energy for the reaction was 6.26 kcal/mol, and the enzyme was labile above 30 degrees C. Choline kinase exhibited saturation kinetics with respect to choline and positive cooperative kinetics with respect to ATP (n = 1.4-2.3). Results of the kinetic experiments indicated that the enzyme catalyzes a sequential Bi Bi reaction. The Vmax for the reaction was 138.7 micromol/min/mg, and the Km values for choline and ATP were 0.27 mM and 90 microM, respectively. The turnover number per choline kinase subunit was 153 s-1. Ethanolamine was a poor substrate for the purified choline kinase, and it was also poor inhibitor of choline kinase activity. ADP inhibited choline kinase activity (IC50 = 0.32 mM) in a positive cooperative manner (n = 1.5), and the mechanism of inhibition with respect to ATP and choline was complex. The regulation of choline kinase activity by ATP and ADP may be physiologically relevant.",98KIM/VOE,,98KIM/VOE_559
