NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
3713,3713, , ," a-dextrin endo-1,6-a-glucosidase", , ,3.2.1.41, maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,322.6, ,1.5E2, ,   +  poly(ethylene glycol) 6000 10 % (w/w), , citrate + NaOH, , , , , HPLC, 
3714,3714, , ," a-dextrin endo-1,6-a-glucosidase", , ,3.2.1.41, maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,333.3, ,2.0E2, ,   +  none, , citrate + NaOH, , , , , HPLC, 
3715,3715, , ," a-dextrin endo-1,6-a-glucosidase", , ,3.2.1.41, maltosyl-Î²-cyclomaltoheptaose(aq) + H2O(l) = cyclomaltoheptaose(aq) + maltose(aq),Lee Y.-H.; Han I.-K.; Kor. J. Appl. Microbiol. Biotechnol.; 20 422 (1992).,92LEE/HAN_945,333.3, ,1.1E2, ,   +  poly(ethylene glycol) 6000 10 % (w/w), , citrate + NaOH, , , , , HPLC, 
3716,3716, , , triacylglycerol lipase, , ,3.1.1.3, diolein(aq) + H2O(l) = oleic acid(aq) + monoolein(aq),Lortie R.; Trani M.; Ergan F.; Prog. Biotechnol.; 8 519 (1992),92LOR/TRA_737,333.15, ,0.020, , , , , , , , , HPLC, 
3717,3717, , , triacylglycerol lipase, , ,3.1.1.3, monoolein(aq) + H2O(l) = oleic acid(aq) + glycerol(aq),Lortie R.; Trani M.; Ergan F.; Prog. Biotechnol.; 8 519 (1992),92LOR/TRA_739,333.15, ,0.48, , , , , , , , , HPLC, 
3718,3718, , , triacylglycerol lipase, , ,3.1.1.3, triolein(aq) + H2O(l) = oleic acid(aq) + diolein(aq),Lortie R.; Trani M.; Ergan F.; Prog. Biotechnol.; 8 519 (1992),92LOR/TRA_741,333.15, ,0.083, , , , , , , , , HPLC, 
3719,3719, , , alkaline phosphatase, , ,3.1.3.1, 4-nitrophenyl phosphate(aq) + H2O(l) = 4-nitrophenol(aq) + orthophosphate(aq),Rekharsky M.V.; Tishchenko S.A.; Vestn. Mosk. Univ. Ser. 2 Khim.; 32 460 (1992).,92REK/TIS_794,298.15,8.50, , , , , Tris (0.05 mol dm-3) + HCl, , , ,-43.2, calorimetry, 
3720,3720, , , acid phosphatase, , ,3.1.3.2, 4-nitrophenyl phosphate(aq) + H2O(l) = 4-nitrophenol(aq) + orthophosphate(aq),Rekharsky M.V.; Tishchenko S.A.; Vestn. Mosk. Univ. Ser. 2 Khim.; 32 460 (1992).,92REK/TIS_826,298.15,3.00, , , , , acetate (0.05 mol dm-3), , , ,-25.9, calorimetry, 
3721,3721, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.02, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3722,3722, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.02, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3723,3723, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3724,3724, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3725,3725, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3726,3726, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.03, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3727,3727, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.07, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3728,3728, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,278.15,7.07, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3729,3729, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,6.99, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3730,3730, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,6.99, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3731,3731, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.00, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3732,3732, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.00, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3733,3733, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.00, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3734,3734, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.00, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3735,3735, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.04, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3736,3736, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,288.15,7.04, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3737,3737, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.96, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3738,3738, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.96, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3739,3739, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.97, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3740,3740, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.97, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3741,3741, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.98, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3742,3742, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,6.98, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3743,3743, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,7.01, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3744,3744, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,298.15,7.01, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3745,3745, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3746,3746, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3747,3747, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3748,3748, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.93, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3749,3749, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.94, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3750,3750, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.94, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3751,3751, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.98, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3752,3752, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Teague W.E. Jr.; Dobson G.P.; J. Biol. Chem.; 267 14084 (1992).,92TEA/DOB_604,311.15,6.98, , , , , potassium phosphate (0.05 mol dm-3),0.25, , , , spectrophotometry and fluorimetry, 
3753,3753, , , acetylcholinesterase, , ,3.1.1.7, acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),Wang Y.; Chen C.-H.; Biophys. Chem.; 43 51 (1992).,92WAN/CHE_747,298.15,7.0, , , , , sodium phosphate (0.05 mol dm-3) + acetylcholine receptor membrane vesicles, , , ,-1.63, calorimetry, 
3754,3754, , , acetylcholinesterase, , ,3.1.1.7, acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),Wang Y.; Chen C.-H.; Biophys. Chem.; 43 51 (1992).,92WAN/CHE_747,298.15,7.0, , , , , sodium phosphate (0.05 mol dm-3) + sodium phosphate buffer, , , ,-2.76, calorimetry, 
3755,3755, , , phosphomannomutase, , ,5.4.2.8, D-mannose 1-phosphate(aq) = D-mannose 6-phosphate(aq),Xiang-ju Gu; Xue-qin S.; Yu-xiang J.; Acta Botanica Sinica; 34 278 (1992).,92XIA/XUE_1414,303.15,7.5, , , , , Tris (0.1 mol dm-3) + HCl, , , , , spectrophotometry, 
3756,3756, , , glycine hydroxymethyltransferase, , ,2.1.2.1," 5,10-methylenetetrahydrofolate(aq) + glycine(aq) + H2O(l) = tetrahydrofolate(aq) + L-serine(aq)",Besson V.; Rebeille F.; Neuberger M.; Douce R.; Cossins E.A.; Biochem. J.; 292 425 (1993).,93BES/REB_351,310.15,7.4, , , , , KH2PO4 (0.020 mol dm-3), , , , , radioactivity, 
3757,3757, , , glycine hydroxymethyltransferase, , ,2.1.2.1, CH2-H4PteGlu4(aq) + glycine(aq) + H2O(l) = H4PteGlu4(aq) + L-serine(aq),Besson V.; Rebeille F.; Neuberger M.; Douce R.; Cossins E.A.; Biochem. J.; 292 425 (1993).,93BES/REB_352,310.15,7.4, , , , , KH2PO4 (0.020 mol dm-3), , , , , radioactivity, 
3758,3758,4060, , D-(-)-phenylglycyl-_-lactamide amidohydrolase, , ,4.3.1.1 & 3.5.1.-, ampicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D(-)-Î±-aminophenylacetic acid(aq),Blinkovsky A.M.; Markaryan A.N.; Enzyme Microb. Technol.; 15 965 (1993).,93BLI/MAR_1033,298.15,5.50,0.18, ,None = -log[Mg+2], , phosphate,, , , , chemical analysis and alkaline titration and HPLC, 
3759,3759, , , D-(-)-phenylglycyl-_-lactamide amidohydrolase, , ,3.5.1.-, cephalexin(aq) + H2O(l) = 7-aminodeacetoxycephalosporanic acid(aq) + D(-)-Î±-aminophenylacetic acid(aq),Blinkovsky A.M.; Markaryan A.N.; Enzyme Microb. Technol.; 15 965 (1993).,93BLI/MAR_1034,298.15,5.25,0.12, , , , phosphate, , , , , HPLC and alkaline titration, 
3760,3760, , , glucose oxidase, , ,1.1.3.4," Î²-D-glucose(aq) + O2(aq) = D-glucono-1,5-lactone(aq) + H2O2(aq)",Bohmhammel K.; H|ttl R.; Pritzkat K.; Wolf G.; Thermochim. Acta; 217 1 (1993).,93BOH/HUT_226,298.15,6.86, , , , , phosphate (0.1 mol dm-3), , , ,-125, calorimetry, 
3761,3761, , , glucose oxidase, , ,1.1.3.4," Î²-D-glucose(aq) + O2(aq) = D-glucono-1,5-lactone(aq) + H2O2(aq)",H|ttl R.; Bohmhammel K.; Pritzkat K.; Wolf G.; Thermochim. Acta; 229 205 (1993).,93HUT/BOH_227,298.15,6.86, , , , , phosphate, , , ,-125, calorimetry, 
3762,3762, , , glucose oxidase and catalase, , ,1.1.3.4 & 1.1.3.4," Î²-D-glucose(aq) + 1/2 O2(aq) = D-glucono-1,5-lactone(aq) + H2O(liq)",H|ttl R.; Bohmhammel K.; Pritzkat K.; Wolf G.; Thermochim. Acta; 229 205 (1993).,93HUT/BOH_229,298.15,6.86, , , , , phosphate, , , ,-223, calorimetry, 
3763,3763, , , triacylglycerol lipase, , ,3.1.1.3, n-decanoic acid glycerol diester(sln) + H2O(sln) = n-decanoic acid(sln) + n-decanoic acid glycerol monoester(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_724,308.15, , , , , , , , , , , HPLC, 
3764,3764, , , triacylglycerol lipase, , ,3.1.1.3, n-decanoic acid glycerol monoester(sln) + H2O(sln) = n-decanoic acid(sln) + glycerol(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_725,308.15, , , , , , , , , , , HPLC, 
3765,3765, , , triacylglycerol lipase, , ,3.1.1.3, n-decanoic acid glycerol triester(sln) + H2O(sln) = n-decanoic acid(sln) + n-decanoic acid glycerol diester(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_726,308.15, , , , , , , , , , , HPLC, 
3766,3766, , , triacylglycerol lipase, , ,3.1.1.3, n-octanoic acid glycerol diester(sln) + H2O(sln) = n-octanoic acid(sln) + n-octanoic acid glycerol monoester(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_728,308.15, , , , , , , , , , , HPLC, 
3767,3767, , , triacylglycerol lipase, , ,3.1.1.3, n-octanoic acid glycerol monoester(sln) + H2O(sln) = n-octanoic acid(sln) + glycerol(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_729,308.15, , , , , , , , , , , HPLC, 
3768,3768, , , triacylglycerol lipase, , ,3.1.1.3, n-octanoic acid glycerol triester(sln) + H2O(sln) = n-octanoic acid(sln) + n-octanoic acid glycerol diester(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_730,308.15, , , , , , , , , , , HPLC, 
3769,3769, , , triacylglycerol lipase, , ,3.1.1.3, diolein(sln) + H2O(sln) = oleic acid(sln) + monoolein(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_738,308.15, , , , , , , , , , , HPLC, 
3770,3770, , , triacylglycerol lipase, , ,3.1.1.3, monoolein(sln) + H2O(sln) = oleic acid(sln) + glycerol(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_740,308.15, , , , , , , , , , , HPLC, 
3771,3771, , , triacylglycerol lipase, , ,3.1.1.3, triolein(sln) + H2O(sln) = oleic acid(sln) + diolein(sln),Janssen A.E.M.; Van der Padt A.; Van't Riet K.; Biotechnol. Bioeng.; 42 953 (1993).,93JAN/PAD_742,308.15, , , , , , , , , , , HPLC, 
3772,3772, , , histidine ammonia-lyase, , ,4.3.1.3, L-histidine(aq) = urocanate(aq) + ammonia(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_1217,298.25,8.41, ,0.167, , , Tris (0.101 mol kg-1) + HCl, , ,3.01, , HPLC, 
3773,3773, , , histidine ammonia-lyase, , ,4.3.1.3, L-histidine(aq) = urocanate(aq) + ammonia(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_1217,298.25,8.70, ,0.145, , , Tris (0.101 mol kg-1) + HCl, , ,2.35, , HPLC, 
3774,3774, , , histidine ammonia-lyase, , ,4.3.1.3, L-histidine(aq) = urocanate(aq) + ammonia(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_1218,298.15,8.15, ,0.30, , , phosphate, , , ,9.24, calorimetry, 
3775,3775, , , histidine ammonia-lyase, , ,4.3.1.3, L-histidine(aq) = urocanate(aq) + ammonia(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_1218,310.15,8.15, ,0.29, , , phosphate, , , ,9.44, calorimetry, 
3776,3776, , , alkaline phosphatase, , ,3.1.3.1, AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_759,298.15,8.86, ,1.40, , , phosphate, ,4.50,189, , HPLC, 
3777,3777, , , alkaline phosphatase, , ,3.1.3.1, AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_760,298.15,8.02, ,0.078, ,0.0010, Tris + HCl, , , ,2.44, calorimetry, 
3778,3778, , , alkaline phosphatase, , ,3.1.3.1, AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_760,298.15,8.42, ,0.052, ,0.0010, Tris + HCl, , , ,1.76, calorimetry, 
3779,3779, , , alkaline phosphatase, , ,3.1.3.1, AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_760,298.15,8.85, ,0.052, ,0.0010, Tris + HCl, , , ,0.55, calorimetry, 
3780,3780, , , alkaline phosphatase, , ,3.1.3.1, AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_760,304.55,7.78, ,0.086, ,0.0010, Tris + HCl, , , ,2.53, calorimetry, 
3781,3781, , , alkaline phosphatase, , ,3.1.3.1, AMP(aq) + H2O(l) = adenosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_760,310.15,7.62, ,0.083, ,0.0010, Tris + HCl, , , ,3.50, calorimetry, 
3782,3782, , , alkaline phosphatase, , ,3.1.3.1, IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_784,298.15,8.55, ,1.53, , , phosphate, ,4.44,158, , HPLC, 
3783,3783, , , alkaline phosphatase, , ,3.1.3.1, IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_785,298.15,8.15, ,0.083, ,0.0010, Tris + HCl, , , ,1.54, calorimetry, 
3784,3784, , , alkaline phosphatase, , ,3.1.3.1, IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_785,298.15,8.55, ,0.063, ,0.0010, Tris + HCl, , , ,-0.62, calorimetry, 
3785,3785, , , alkaline phosphatase, , ,3.1.3.1, IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_785,298.15,9.14, ,0.045, ,0.0010, Tris + HCl, , , ,-1.89, calorimetry, 
3786,3786, , , alkaline phosphatase, , ,3.1.3.1, IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_785,304.55,7.92, ,0.087, ,0.0010, Tris + HCl, , , ,-1.83, calorimetry, 
3787,3787, , , alkaline phosphatase, , ,3.1.3.1, IMP(aq) + H2O(l) = inosine(aq) + orthophosphate(aq),Larson J.W.; Tewari Y.B.; Goldberg R.N.; J. Chem. Thermodyn. 25 73 (1993).,93LAR/TEW_785,310.15,7.81, ,0.087, ,0.0010, Tris + HCl, , , ,2.30, calorimetry, 
3788,3788,4068, , sinapate 1-glucosyltransferase, , ,4.3.1.1 & 2.4.1.120, UDPglucose(aq) + sinapate(aq) = UDP(aq) + 1-sinapoyl-D-glucose(aq),Mock H.-P.; Strack D.; Phytochemistry; 32 575 (1993).,93MOC/STR_453,303.15,6.0, , ,None = -log[Mg+2], , Mes (0.090 mol dm-3),, , , , chemical analysis and HPLC, 
3789,3789,4069, , 2-arylpropionyl-CoA epimerase, , ,4.3.1.1 & 5.1.2.-, (S)-2-(4-isobutylphenyl)propionyl-CoA(aq) =  (R)-2-(4-isobutylphenyl)propionyl-CoA(aq),Shieh W.-R.; Chen C.-S.; J. Biol. Chem.; 268 3487 (1993).,93SHI/CHE_1243,303.15,7.0, , ,None = -log[Mg+2], , phosphate (0.10 mol dm-3),, , , , chemical analysis and polarimetry and HPLC, 
3790,3790, , , arginase, , ,3.5.3.1, L-arginine(aq) + H2O(l) = L-ornithine(aq) + urea(aq),Tewari Y.B.; Kishore N.K.; Margolis S.A.; Goldberg R.N.; Shibatani T.; J. Chem. Thermodyn. 25 293 (1993).,93TEW/KIS_1047,298.15,6.47, ,0.254, , , phosphate, , , ,-21.83, calorimetry, 
3791,3791, , , arginase, , ,3.5.3.1, L-arginine(aq) + H2O(l) = L-ornithine(aq) + urea(aq),Tewari Y.B.; Kishore N.K.; Margolis S.A.; Goldberg R.N.; Shibatani T.; J. Chem. Thermodyn. 25 293 (1993).,93TEW/KIS_1047,298.15,6.94, ,0.271, , , phosphate, , , ,-21.51, calorimetry, 
